"","CASE_STATUS","EMPLOYER_STATE","SOC_NAME","FULL_TIME_POSITION","PREVAILING_WAGE","PW_SOURCE","WAGE_RATE_OF_PAY_FROM","WORKSITE_STATE","DECISION_DURATION","EMPLOYMENT_DURATION"
"356","DENIED","New England","COMPUTER SYSTEMS ANALYSTS","Y",63440,"OES",74500,"New England",0,1095
"363","DENIED","West","COMPUTER PROGRAMMERS","Y",67974,"OES",67974,"West",0,506
"368","DENIED","Southwest","ACCOUNTANTS AND AUDITORS","Y",105706,"OES",150000,"Southwest",6,1095
"369","DENIED","Midwest","SOFTWARE DEVELOPERS, APPLICATIONS","Y",75941,"OES",65000,"Midwest",2,1095
"370","DENIED","Southwest","SOFTWARE DEVELOPERS, APPLICATIONS","Y",101566,"OES",105000,"Southwest",0,1095
"371","DENIED","Midwest","SOFTWARE DEVELOPERS, APPLICATIONS","Y",92800,"Other",105000,"Midwest",1,1096
"372","DENIED","Midwest","SOFTWARE DEVELOPERS, APPLICATIONS","Y",77000,"Other",82763,"Southwest",5,1095
"375","DENIED","Midwest","COMPUTER SYSTEMS ANALYSTS","Y",52790,"Other",60000,"Mid-Atlantic",2,1094
"376","DENIED","Midwest","COMPUTER SYSTEMS ANALYSTS","Y",124987,"OES",124000,"Mid-Atlantic",2,1095
"377","DENIED","Southwest","SOFTWARE DEVELOPERS, APPLICATIONS","Y",101566,"OES",101566,"Southwest",2,1095
"378","DENIED","Mid-Atlantic","OPERATIONS RESEARCH ANALYSTS","Y",64210,"OES",85000,"West",521,1095
"379","DENIED","West","COMPUTER SYSTEMS ANALYSTS","Y",114795,"Other",116200,"West",426,1095
"380","DENIED","Mid-Atlantic","COMPUTER PROGRAMMERS","Y",56638,"OES",66000,"Mid-Atlantic",2,1095
"382","DENIED","South","COMPUTER PROGRAMMERS","Y",68266,"OES",67813,"Mid-Atlantic",1,1096
"383","DENIED","New England","PHYSICIANS AND SURGEONS, ALL OTHER","N",46.66,"OES",100,"New England",0,1095
"386","DENIED","New England","SOFTWARE DEVELOPERS, APPLICATIONS","Y",68390,"OES",88000,"New England",0,1096
"390","DENIED","Southwest","SOFTWARE DEVELOPERS, APPLICATIONS","Y",70866,"Other",70803,"Midwest",3,1096
"393","DENIED","West","SOFTWARE DEVELOPERS, APPLICATIONS","Y",106128,"OES",106128,"West",3,1095
"398","DENIED","Midwest","SOFTWARE DEVELOPERS, APPLICATIONS","Y",68702,"Other",69000,"Midwest",0,1091
"399","DENIED","South","COMPUTER SYSTEMS ANALYSTS","Y",77917,"OES",82591,"South",4,545
"400","DENIED","Mid-Atlantic","FINANCIAL ANALYSTS","Y",65749,"OES",66019,"Mid-Atlantic",0,1095
"401","DENIED","Southwest","COMPUTER OCCUPATIONS, ALL OTHER","Y",66414,"OES",74000,"South",930,1096
"402","DENIED","South","COMPUTER PROGRAMMERS","Y",74547,"OES",80000,"West",0,1095
"405","DENIED","Midwest","NETWORK AND COMPUTER SYSTEMS ADMINISTRATORS","Y",23.78,"OES",43.5,"Midwest",5,1095
"406","DENIED","West","SOFTWARE DEVELOPERS, APPLICATIONS","Y",118269,"OES",145000,"West",0,1095
"407","DENIED","Midwest","COMPUTER PROGRAMMERS","Y",49067,"OES",79279,"Midwest",1,1095
"412","DENIED","South","COMPUTER PROGRAMMERS","Y",73424,"OES",81802,"West",372,942
"413","DENIED","Midwest","MECHANICAL ENGINEERS","Y",58950,"OES",58926,"Midwest",5,1095
"414","DENIED","Mid-Atlantic","MANAGEMENT ANALYSTS","Y",27.98,"Other",27.98,"Mid-Atlantic",2,1095
"415","DENIED","Mid-Atlantic","SOFTWARE DEVELOPERS, APPLICATIONS","Y",90813,"OES",98900,"Mid-Atlantic",4,1096
"417","DENIED","South","COMPUTER PROGRAMMERS","Y",75795,"Other",90000,"Mid-Atlantic",2,1095
"418","DENIED","Mid-Atlantic","COMPUTER SYSTEMS ANALYSTS","Y",75442,"OES",83000,"Midwest",1,1095
"419","DENIED","Mid-Atlantic","SOFTWARE DEVELOPERS, APPLICATIONS","Y",80000,"OES",70000,"South",6,758
"420","DENIED","South","SOFTWARE DEVELOPERS, APPLICATIONS","Y",65600,"Other",65600,"South",6,1096
"421","DENIED","South","COMPUTER PROGRAMMERS","Y",47965,"OES",71319,"South",5,1095
"423","DENIED","South","SOFTWARE DEVELOPERS, APPLICATIONS","Y",97032,"OES",100590,"South",1,1095
"424","DENIED","West","COMPUTER OCCUPATIONS, ALL OTHER","Y",38.21,"OES",1560,"West",4,1096
"427","DENIED","South","COMPUTER PROGRAMMERS","Y",75546,"OES",87448,"West",1063,1095
"428","DENIED","Southwest","COMPUTER SYSTEMS ANALYSTS","Y",78208,"OES",78957,"Midwest",2,1095
"430","DENIED","Mid-Atlantic","PHYSICIANS AND SURGEONS, ALL OTHER","Y",65252,"Other",68000,"Mid-Atlantic",5,364
"431","DENIED","Mid-Atlantic","SOFTWARE DEVELOPERS, APPLICATIONS","Y",100400,"Other",101000,"Mid-Atlantic",1,1094
"432","DENIED","West","COMPUTER SYSTEMS ANALYSTS","Y",84718,"OES",90000,"West",6,1095
"434","DENIED","New England","COMPUTER OCCUPATIONS, ALL OTHER","Y",56472,"OES",60000,"New England",0,1095
"438","DENIED","South","SOFTWARE DEVELOPERS, APPLICATIONS","Y",100690,"Other",100690,"South",1,1095
"439","DENIED","West","ACCOUNTANTS AND AUDITORS","Y",22.73,"OES",22.73,"West",1,1095
"440","DENIED","New England","COMPUTER SYSTEMS ANALYST","Y",93434,"OES",93434,"South",0,1096
"442","DENIED","West","SOFTWARE DEVELOPERS, APPLICATIONS","Y",102149,"OES",102149,"West",3,1096
"443","DENIED","South","COMPUTER SYSTEMS ANALYSTS","Y",57096,"Other",65000,"Mid-Atlantic",4,1095
"444","DENIED","West","ACCOUNTANTS AND AUDITORS","Y",53851,"OES",60000,"West",2,1095
"445","DENIED","Mid-Atlantic","MANAGEMENT ANALYSTS","N",27.98,"Other",27.98,"Mid-Atlantic",7,1095
"446","DENIED","Southwest","COMPUTER SYSTEMS ANALYSTS","Y",65000,"Other",65000,"Southwest",4,1096
"447","DENIED","West","SOFTWARE DEVELOPERS, APPLICATIONS","Y",106101,"OES",120800,"West",237,1095
"449","DENIED","Midwest","SOFTWARE DEVELOPERS, APPLICATIONS","Y",73362,"OES",1e+05,"Midwest",1,1095
"451","DENIED","Midwest","COMPUTER OCCUPATIONS, ALL OTHER","Y",42869,"OES",66100,"Midwest",6,1095
"452","DENIED","Midwest","COMPUTER PROGRAMMERS","Y",42931,"OES",60000,"Midwest",0,1095
"455","DENIED","Southwest","PHYSICIANS AND SURGEONS, ALL OTHER","Y",151341,"OES",165000,"Southwest",431,1095
"456","DENIED","Mid-Atlantic","SOFTWARE DEVELOPERS, APPLICATIONS","Y",72821,"Other",72821,"West",150,1095
"458","DENIED","West","COMPUTER OCCUPATIONS, ALL OTHER","Y",106454,"OES",110000,"West",0,1095
"459","DENIED","New England","COMPUTER OCCUPATIONS, ALL OTHER","Y",62400,"Other",65000,"New England",631,1096
"461","DENIED","South","COMPUTER PROGRAMMERS","Y",57616,"OES",70000,"South",0,1095
"464","DENIED","New England","COMPUTER SYSTEMS ANALYSTS","Y",65270,"OES",75000,"South",700,1095
"465","DENIED","South","COMPUTER PROGRAMMERS","Y",54434,"OES",60189,"Midwest",1,1072
"470","DENIED","Midwest","COMPUTER OCCUPATIONS, ALL OTHER","Y",61610,"OES",61700,"West",2,1095
"471","DENIED","South","COMPUTER PROGRAMMERS","Y",70034,"OES",78181,"South",322,821
"473","DENIED","South","COMPUTER SYSTEMS ANALYSTS","Y",67808,"OES",87990,"Midwest",744,1095
"477","DENIED","West","NETWORK AND COMPUTER SYSTEMS ADMINISTRATORS","Y",97926,"OES",103126,"West",0,1095
"479","DENIED","Mid-Atlantic","COMPUTER SYSTEMS ANALYSTS","Y",62213,"Other",62500,"South",216,1095
"481","DENIED","South","COMPUTER SYSTEMS ANALYSTS","Y",54974,"Other",60000,"South",0,1095
"482","DENIED","Midwest","SOFTWARE DEVELOPERS, APPLICATIONS","Y",62254,"Other",83200,"Midwest",0,1065
"483","DENIED","South","COMPUTER SYSTEMS ANALYSTS","Y",63773,"Other",68500,"West",8,1095
"484","DENIED","South","COMPUTER SYSTEMS ANALYSTS","Y",68723,"OES",86902.8,"Southwest",71,1094
"487","DENIED","South","COMPUTER PROGRAMMERS","Y",75546,"OES",83101,"West",719,1095
"488","DENIED","Midwest","SOFTWARE DEVELOPERS, APPLICATIONS","Y",66186,"OES",7e+05,"Midwest",3,1096
"490","DENIED","Mid-Atlantic","ACCOUNTANTS AND AUDITORS","Y",96574,"OES",110000,"Mid-Atlantic",0,1095
"492","DENIED","Midwest","COMPUTER SYSTEMS ANALYSTS","Y",76170,"OES",1e+05,"West",0,1095
"493","DENIED","Mid-Atlantic","COMPUTER SYSTEMS ANALYSTS","Y",76170,"OES",95000,"West",1,1096
"495","DENIED","West","COMPUTER SYSTEMS ANALYSTS","Y",35.79,"Other",38.71,"West",166,1095
"496","DENIED","West","MANAGEMENT ANALYSTS","Y",65000,"Other",75000,"West",4,1096
"498","DENIED","South","SOFTWARE DEVELOPERS, APPLICATIONS","Y",58510,"Other",70000,"South",0,1095
"499","DENIED","South","COMPUTER SYSTEMS ANALYSTS","Y",62379,"OES",80000,"South",3,1095
"500","DENIED","Mid-Atlantic","SOFTWARE DEVELOPERS, APPLICATIONS","Y",90813,"OES",82640,"Mid-Atlantic",5,1095
"501","DENIED","West","COMPUTER OCCUPATIONS, ALL OTHER","Y",115960,"OES",115960,"South",0,1095
"502","DENIED","Mid-Atlantic","SOFTWARE DEVELOPERS, APPLICATIONS","Y",86923,"OES",87000,"Mid-Atlantic",0,1095
"504","DENIED","West","MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS","Y",53019,"Other",53019,"West",1,1095
"505","DENIED","Midwest","COMPUTER OCCUPATIONS, ALL OTHER","Y",41.22,"OES",76.44,"West",0,1095
"508","DENIED","West","MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS","Y",54205,"OES",54205,"West",3,1094
"509","DENIED","Mid-Atlantic","NETWORK AND COMPUTER SYSTEMS ADMINISTRATORS","Y",71427,"OES",71427,"West",3,1095
"511","DENIED","West","COMPUTER OCCUPATIONS, ALL OTHER","Y",67642,"OES",70000,"West",0,1095
"512","DENIED","Mid-Atlantic","COMPUTER PROGRAMMERS","Y",63357,"Other",70000,"Mid-Atlantic",6,1095
"514","DENIED","South","COMPUTER SYSTEMS ANALYSTS","Y",76877,"OES",91321.2,"West",1085,1095
"515","DENIED","Mid-Atlantic","COMPUTER PROGRAMMERS","Y",66518,"OES",70000,"Mid-Atlantic",1,1094
"516","DENIED","Mid-Atlantic","COMPUTER PROGRAMMERS","Y",86653,"OES",86653,"Mid-Atlantic",0,364
"518","DENIED","South","SOFTWARE DEVELOPERS, APPLICATIONS","Y",83741,"OES",1e+05,"Mid-Atlantic",644,1095
"519","DENIED","Mid-Atlantic","FINANCIAL ANALYSTS","Y",52800,"Other",52800,"Mid-Atlantic",947,1095
"520","DENIED","South","COMPUTER PROGRAMMERS","Y",75941,"OES",94336,"West",1,237
"521","DENIED","Mid-Atlantic","COMPUTER PROGRAMMERS","Y",55349,"Other",60000,"Mid-Atlantic",3,1096
"524","DENIED","Mid-Atlantic","COMPUTER OCCUPATIONS, ALL OTHER","Y",46862,"OES",60000,"Midwest",0,1094
"525","DENIED","New England","COMPUTER SYSTEMS ANALYSTS","Y",77106,"Other",85000,"New England",1,1096
"527","DENIED","South","SOFTWARE DEVELOPERS, APPLICATIONS","Y",79019,"OES",101202,"Mid-Atlantic",0,1095
"528","DENIED","New England","MECHANICAL ENGINEERS","Y",53394,"OES",53400,"South",1,1095
"529","DENIED","Midwest","MECHANICAL ENGINEERS","Y",27.07,"Other",60000,"Midwest",1,1095
"530","DENIED","Mid-Atlantic","SOFTWARE DEVELOPERS, APPLICATIONS","Y",80870,"OES",80870,"West",1,1096
"531","DENIED","Mid-Atlantic","COMPUTER OCCUPATIONS, ALL OTHER","Y",72717,"OES",72717,"West",0,834
"535","DENIED","Southwest","SOFTWARE DEVELOPERS, APPLICATIONS","Y",68827,"OES",68827,"Southwest",3,1096
"538","DENIED","Mid-Atlantic","ACCOUNTANTS AND AUDITORS","N",23.34,"OES",26.81,"Mid-Atlantic",3,1004
"539","DENIED","Mid-Atlantic","COMPUTER OCCUPATIONS, ALL OTHER","Y",80600,"OES",125000,"Mid-Atlantic",654,1095
"540","DENIED","Southwest","SOFTWARE DEVELOPERS, APPLICATIONS","Y",106101,"OES",106101,"West",0,1096
"541","DENIED","Mid-Atlantic","SOFTWARE DEVELOPERS, APPLICATIONS","Y",64002,"OES",95000,"Mid-Atlantic",4,1095
"542","DENIED","West","SOFTWARE DEVELOPERS, APPLICATIONS","Y",57304,"OES",57304,"Mid-Atlantic",1,1095
"543","DENIED","Midwest","COMPUTER OCCUPATIONS, ALL OTHER","Y",70075,"OES",74500,"Midwest",0,1095
"546","DENIED","South","COMPUTER SYSTEMS ANALYSTS","Y",96720,"OES",102449,"West",6,239
"547","DENIED","South","COMPUTER SYSTEMS ANALYSTS","Y",96720,"OES",106992,"West",1,1095
"548","DENIED","New England","SOFTWARE DEVELOPERS, APPLICATIONS","Y",88067,"OES",88067,"New England",5,1094
"549","DENIED","Mid-Atlantic","COMPUTER OCCUPATIONS, ALL OTHER","Y",79498,"OES",85000,"Southwest",5,1096
"550","DENIED","Mid-Atlantic","COMPUTER OCCUPATIONS, ALL OTHER","Y",51189,"OES",60000,"South",0,1095
"551","DENIED","South","COMPUTER PROGRAMMERS","Y",61922,"OES",78506,"Midwest",6,822
"555","DENIED","South","COMPUTER OCCUPATIONS, ALL OTHER","Y",60050,"Other",69056,"Mid-Atlantic",5,1096
"556","DENIED","Southwest","NETWORK AND COMPUTER SYSTEMS ADMINISTRATORS","Y",59592,"OES",60000,"Southwest",0,1096
"557","DENIED","South","COMPUTER SYSTEMS ANALYSTS","Y",83304,"OES",83500,"South",1,1095
"559","DENIED","Midwest","SOFTWARE DEVELOPERS, APPLICATIONS","Y",98051,"OES",1e+05,"Midwest",5,1095
"560","DENIED","Midwest","NETWORK AND COMPUTER SYSTEMS ADMINISTRATORS","Y",58365,"OES",60000,"Midwest",0,1096
"561","DENIED","Midwest","SOFTWARE DEVELOPERS, APPLICATIONS","Y",91541,"OES",98580,"Midwest",6,1094
"565","DENIED","South","COMPUTER SYSTEMS ANALYSTS","Y",61506,"Other",61506,"South",0,1095
"568","DENIED","New England","SOFTWARE DEVELOPERS, APPLICATIONS","Y",71802,"OES",73500,"New England",686,1095
"569","DENIED","Mid-Atlantic","SOFTWARE DEVELOPERS, APPLICATIONS","Y",70221,"OES",82000,"Mid-Atlantic",0,1095
"570","DENIED","South","COMPUTER PROGRAMMERS","Y",68266,"OES",74825,"Mid-Atlantic",6,1094
"573","DENIED","Mid-Atlantic","ACCOUNTANTS AND AUDITORS","N",27.14,"OES",27.14,"Mid-Atlantic",0,1095
"574","DENIED","Midwest","COMPUTER OCCUPATIONS, ALL OTHER","Y",69763,"OES",75000,"Midwest",0,1095
"575","DENIED","Midwest","COMPUTER SYSTEMS ANALYSTS","Y",50170,"OES",86970,"South",0,1095
"576","DENIED","Midwest","COMPUTER SYSTEMS ANALYSTS","Y",75442,"OES",112000,"Midwest",1,1095
"577","DENIED","Mid-Atlantic","SOFTWARE DEVELOPERS, APPLICATIONS","Y",90813,"OES",1e+05,"Mid-Atlantic",7,1096
"578","DENIED","New England","COMPUTER OCCUPATIONS, ALL OTHER","Y",71781,"Other",80000,"Mid-Atlantic",0,1095
"579","DENIED","West","COMPUTER SYSTEMS ANALYSTS","Y",56638,"OES",60000,"Midwest",0,1096
"581","DENIED","Midwest","COMPUTER SYSTEMS ANALYSTS","Y",67642,"OES",67650,"West",0,1095
"582","DENIED","Mid-Atlantic","COMPUTER OCCUPATIONS, ALL OTHER","Y",90376,"OES",105000,"Mid-Atlantic",5,1095
"583","DENIED","South","COMPUTER PROGRAMMERS","Y",80808,"Other",81000,"Midwest",0,1035
"585","DENIED","New England","COMPUTER OCCUPATIONS, ALL OTHER","Y",81806,"Other",120000,"South",3,1096
"587","DENIED","West","NETWORK AND COMPUTER SYSTEMS ADMINISTRATORS","Y",85405,"OES",80000,"South",6,1095
"588","DENIED","Southwest","ACCOUNTANTS AND AUDITORS","Y",74693,"OES",75500,"West",1,1095
"589","DENIED","Mid-Atlantic","MANAGEMENT ANALYSTS","Y",58198,"OES",70000,"Mid-Atlantic",0,1096
"592","DENIED","Mid-Atlantic","NETWORK AND COMPUTER SYSTEMS ADMINISTRATORS","Y",61734,"OES",62200,"Mid-Atlantic",1,1095
"594","DENIED","South","COMPUTER PROGRAMMERS","Y",57491,"OES",70000,"Mid-Atlantic",1,1094
"595","DENIED","West","ACCOUNTANTS AND AUDITORS","Y",48069,"OES",48069,"West",6,1096
"596","DENIED","Midwest","MECHANICAL ENGINEERS","Y",68370,"OES",72000,"Midwest",0,1095
"597","DENIED","Midwest","SOFTWARE DEVELOPERS, APPLICATIONS","Y",65811,"OES",66000,"Midwest",287,1095
"600","DENIED","West","COMPUTER OCCUPATIONS, ALL OTHER","Y",65042,"OES",65582,"West",1,1096
"602","DENIED","South","COMPUTER SYSTEMS ANALYSTS","Y",64043,"OES",123096,"South",587,1095
"603","DENIED","South","COMPUTER PROGRAMMERS","Y",61942,"OES",67813,"West",475,1094
"604","DENIED","Mid-Atlantic","COMPUTER SYSTEMS ANALYSTS","Y",88234,"OES",88234,"Midwest",6,1095
"606","DENIED","Mid-Atlantic","COMPUTER OCCUPATIONS, ALL OTHER","Y",79498,"OES",80000,"Southwest",0,1095
"608","DENIED","South","COMPUTER SYSTEMS ANALYSTS","Y",65312,"OES",70000,"South",3,1096
"609","DENIED","Mid-Atlantic","COMPUTER OCCUPATIONS, ALL OTHER","Y",175469,"OES",114000,"Mid-Atlantic",6,1095
"614","DENIED","West","SOFTWARE DEVELOPERS, APPLICATIONS","Y",64230,"Other",73445,"West",912,1095
"615","DENIED","Mid-Atlantic","MANAGEMENT ANALYSTS","Y",63128,"Other",64000,"West",4,246
"616","DENIED","Southwest","MECHANICAL ENGINEERS","Y",96078,"Other",107732,"Southwest",2,1095
"619","DENIED","West","SOFTWARE DEVELOPERS, APPLICATIONS","Y",117770,"OES",120000,"West",5,1095
"621","DENIED","West","COMPUTER PROGRAMMERS","Y",61838,"Other",67650,"West",0,1094
"622","DENIED","West","COMPUTER PROGRAMMERS","Y",55162,"Other",55162,"West",1,1096
"625","DENIED","South","COMPUTER PROGRAMMERS","Y",67891,"OES",81837,"Southwest",1,1092
"626","DENIED","Mid-Atlantic","COMPUTER SYSTEMS ANALYSTS","Y",62234,"OES",68000,"West",4,1095
"629","DENIED","Southwest","COMPUTER SYSTEMS ANALYSTS","Y",68598,"Other",68598,"Midwest",6,1096
"630","DENIED","West","SOFTWARE DEVELOPERS, APPLICATIONS","Y",80184,"OES",85000,"West",6,1095
"631","DENIED","Mid-Atlantic","COMPUTER PROGRAMMERS","Y",67974,"OES",67974,"West",4,1095
"632","DENIED","Southwest","COMPUTER OCCUPATIONS, ALL OTHER","Y",69056,"Other",69056,"South",0,1095
"633","DENIED","South","COMPUTER PROGRAMMERS","Y",67018,"OES",69875,"Southwest",4,765
"635","DENIED","West","COMPUTER OCCUPATIONS, ALL OTHER","Y",65582,"OES",80000,"West",2,1096
"637","DENIED","Southwest","COMPUTER SYSTEMS ANALYSTS","Y",64813,"Other",70000,"Mid-Atlantic",0,394
"638","DENIED","Mid-Atlantic","COMPUTER SYSTEMS ANALYSTS","Y",77272,"Other",84864,"Mid-Atlantic",4,1095
"639","DENIED","West","MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS","Y",70096,"OES",70096,"West",685,1096
"640","DENIED","Mid-Atlantic","COMPUTER SYSTEMS ANALYSTS","Y",64813,"OES",60000,"Mid-Atlantic",2,1095
"641","DENIED","Southwest","SOFTWARE DEVELOPERS, APPLICATIONS","Y",90106,"OES",90106,"Southwest",0,1096
"642","DENIED","Mid-Atlantic","MANAGEMENT ANALYSTS","Y",75840,"Other",81000,"Southwest",1,1096
"643","DENIED","South","SOFTWARE DEVELOPERS, APPLICATIONS","Y",90750,"OES",90750,"West",1,1095
"644","DENIED","South","SOFTWARE DEVELOPERS, APPLICATIONS","Y",60424,"OES",61000,"South",1,1095
"646","DENIED","Mid-Atlantic","FINANCIAL ANALYSTS","Y",101254,"OES",120000,"Mid-Atlantic",4,1095
"648","DENIED","South","COMPUTER SYSTEMS ANALYSTS","Y",62400,"Other",62400,"South",7,1095
"649","DENIED","South","SOFTWARE DEVELOPERS, APPLICATIONS","Y",109762,"OES",109762,"West",713,1095
"651","DENIED","West","COMPUTER SYSTEMS ANALYSTS","Y",63650,"OES",63000,"South",2,1096
"652","DENIED","West","SOFTWARE DEVELOPERS, APPLICATIONS","Y",110864,"OES",115000,"West",1,1095
"653","DENIED","South","COMPUTER PROGRAMMERS","Y",62379,"OES",70000,"West",2,1094
"656","DENIED","Midwest","ACCOUNTANTS AND AUDITORS","Y",65208,"OES",80000,"New England",834,1095
"658","DENIED","Mid-Atlantic","OPERATIONS RESEARCH ANALYSTS","Y",61568,"OES",65000,"Mid-Atlantic",1263,1095
"660","DENIED","South","MANAGEMENT ANALYSTS","Y",81827,"OES",140136,"Mid-Atlantic",184,1094
"661","DENIED","Mid-Atlantic","COMPUTER PROGRAMMERS","Y",55910,"OES",60000,"Mid-Atlantic",0,1095
"663","DENIED","West","COMPUTER OCCUPATIONS, ALL OTHER","Y",31.22,"OES",31.22,"West",1,1095
"666","DENIED","West","SOFTWARE DEVELOPERS, APPLICATIONS","Y",138058,"Other",136058,"West",2,1095
"667","DENIED","Mid-Atlantic","MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS","Y",43035,"OES",45000,"Mid-Atlantic",2,1095
"668","DENIED","Mid-Atlantic","COMPUTER SYSTEMS ANALYSTS","Y",73570,"OES",79999,"Southwest",0,878
"669","DENIED","South","COMPUTER SYSTEMS ANALYSTS","Y",74422,"OES",85677,"Southwest",376,728
"673","DENIED","Midwest","SOFTWARE DEVELOPERS, APPLICATIONS","Y",83366,"OES",90000,"Midwest",0,839
"674","DENIED","Mid-Atlantic","COMPUTER SYSTEMS ANALYSTS","Y",69410,"Other",72000,"South",0,388
"675","DENIED","Southwest","SOFTWARE DEVELOPERS, APPLICATIONS","Y",90813,"OES",90813,"Mid-Atlantic",4,1095
"676","DENIED","South","MECHANICAL ENGINEERS","Y",15.97,"OES",19,"South",3,1094
"677","DENIED","Mid-Atlantic","COMPUTER PROGRAMMERS","Y",36.44,"Other",37,"Mid-Atlantic",5,485
"678","DENIED","Mid-Atlantic","SOFTWARE DEVELOPERS, APPLICATIONS","Y",56971,"Other",702210,"Midwest",4,1095
"679","DENIED","Mid-Atlantic","COMPUTER PROGRAMMERS","Y",65104,"Other",66000,"South",7,1096
"685","DENIED","West","SOFTWARE DEVELOPERS, APPLICATIONS","Y",93163,"OES",105310.8,"West",0,1096
"686","DENIED","West","MECHANICAL ENGINEERS","Y",65707,"OES",77976.08,"West",6,1094
"687","DENIED","West","SOFTWARE DEVELOPERS, APPLICATIONS","N",35.01,"OES",35.01,"West",239,1094
"689","DENIED","South","COMPUTER PROGRAMMERS","Y",73424,"OES",73424,"West",533,1094
"690","DENIED","Mid-Atlantic","COMPUTER SYSTEMS ANALYSTS","Y",62234,"OES",70762,"Mid-Atlantic",3,1095
"691","DENIED","South","COMPUTER SYSTEMS ANALYSTS","Y",56930,"Other",58000,"Midwest",2,1094
"692","DENIED","Midwest","COMPUTER OCCUPATIONS, ALL OTHER","Y",57762,"OES",70000,"Midwest",0,1095
"693","DENIED","Southwest","COMPUTER SYSTEMS ANALYSTS","Y",78957,"OES",80000,"Southwest",0,1095
"695","DENIED","Midwest","COMPUTER SYSTEMS ANALYSTS","Y",67642,"OES",67650,"West",0,1095
"696","DENIED","Midwest","ACCOUNTANTS AND AUDITORS","Y",47611,"OES",49000,"Midwest",2,1095
"697","DENIED","West","SOFTWARE DEVELOPERS, APPLICATIONS","Y",102149,"Other",103000,"West",0,1095
"699","DENIED","Mid-Atlantic","SOFTWARE DEVELOPERS, APPLICATIONS","Y",70928,"Other",76000,"South",345,1094
"702","DENIED","Midwest","PHYSICIANS AND SURGEONS, ALL OTHER","Y",187200,"OES",468000,"Midwest",4,1096
"703","DENIED","West","SOFTWARE DEVELOPERS, APPLICATIONS","Y",162582,"Other",180000,"West",4,1095
"704","DENIED","Mid-Atlantic","COMPUTER SYSTEMS ANALYSTS","Y",62234,"OES",64000,"West",4,1095
"705","DENIED","Mid-Atlantic","COMPUTER SYSTEMS ANALYSTS","Y",93163,"OES",93163,"West",1043,1095
"707","DENIED","Southwest","SOFTWARE DEVELOPERS, APPLICATIONS","Y",68827,"OES",68827,"Southwest",0,1096
"708","DENIED","West","SOFTWARE DEVELOPERS, APPLICATIONS","Y",122533,"OES",137920,"West",0,1095
"711","DENIED","Mid-Atlantic","COMPUTER OCCUPATIONS, ALL OTHER","Y",71781,"OES",71781,"Mid-Atlantic",6,1080
"712","DENIED","South","COMPUTER SYSTEMS ANALYSTS","Y",73861,"OES",99373,"South",467,638
"714","DENIED","Mid-Atlantic","COMPUTER OCCUPATIONS, ALL OTHER","Y",53165,"OES",60000,"Mid-Atlantic",1,1095
"715","DENIED","South","ACCOUNTANTS AND AUDITORS","N",13.3,"OES",15,"South",4,730
"718","DENIED","South","COMPUTER PROGRAMMERS","Y",42245,"OES",71319,"South",587,812
"719","DENIED","Mid-Atlantic","SOFTWARE DEVELOPERS, APPLICATIONS","Y",80,"OES",70,"South",6,218
"720","DENIED","Mid-Atlantic","SOFTWARE DEVELOPERS, APPLICATIONS","Y",80870,"OES",80870,"West",1,1096
"721","DENIED","Mid-Atlantic","COMPUTER SYSTEMS ANALYSTS","Y",84864,"OES",84864,"Mid-Atlantic",6,1094
"723","DENIED","Mid-Atlantic","COMPUTER OCCUPATIONS, ALL OTHER","Y",75525,"OES",81392.56,"New England",6,1095
"724","DENIED","South","COMPUTER OCCUPATIONS, ALL OTHER","Y",74723,"OES",72259,"Southwest",0,1096
"725","DENIED","West","NETWORK AND COMPUTER SYSTEMS ADMINISTRATORS","Y",79685,"OES",79685,"West",2,1095
"727","DENIED","West","SOFTWARE DEVELOPERS, APPLICATIONS","Y",107563,"Other",107563,"West",3,1095
"728","DENIED","Midwest","SOFTWARE DEVELOPERS, APPLICATIONS","Y",53.99,"OES",85,"Mid-Atlantic",5,1096
